web-scraper-order,web-scraper-start-url,link,link-href,name,raised,smallIndividual,largeContributions,pac,selfFinancing,other
"1582361274-623","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=OR04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=OR04&spec=N","Doyle Canning (D)","118,079","41,415","76,662","$0","0","2"
"1582361756-1129","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=OH08&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=OH08&spec=N","Vanessa Enoch (D)","2,664","756","1,042","$0","0","866"
"1582360853-150","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ05&spec=N","Joan Greene (D)","32,862","18,819","10,075","$0","3,968","0"
"1582360955-284","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AKS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AKS1&spec=N","Al Dr. Gross (I)","2,007,944","187,025","1,247,103","$59,100","517,808","3,092"
"1582361075-415","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TXS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TXS1&spec=N","Mark Spencer Yancey (R)","43,261","2,110","13,151","$0","28,000","0"
"1582361257-605","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NC11&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NC11&spec=N","Lynda Bennett (R)","133,828","10,707","30,542","$10,849","81,740","10"
"1582361393-749","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX23&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX23&spec=N","Ben Van Winkle (R)","18,681","1,380","6,800","$0","10,501","0"
"1582361726-1098","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MES2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MES2&spec=N","Bre Kidman (D)","16,208","2,995","9,823","$0","3,390","0"
"1582360817-96","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA33&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA33&spec=N","Kenneth Wright (R)","5,351","500","12,925","$0","0","8,074"
"1582361257-607","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NC11&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NC11&spec=N","Joey Osborne (R)","100,000","0","0","$0","100,000","0"
"1582360996-330","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA10&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA10&spec=N","Aliscia Andrews (R)","21,988","9,613","12,375","$0","0","0"
"1582361667-1028","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL05&spec=N","Albert Chester (D)","43,231","7,566","5,665","$0","30,000","0"
"1582360976-313","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY10&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY10&spec=N","Lindsey Boylan (D)","608,206","36,867","483,015","$2,800","85,524","0"
"1582361507-873","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IAS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IAS2&spec=N","Eddie J. Mauro (D)","1,931,693","40,099","151,950","$0","1,750,000","10,356"
"1582361526-887","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=SC01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=SC01&spec=N","Brad Mole (R)","199","199","0","$0","0","0"
"1582361540-901","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=WA08&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=WA08&spec=N","Jesse Jensen (R)","71,122","6,202","59,920","$5,000","0","0"
"1582361719-1090","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=SDS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=SDS2&spec=N","Clara Hart (D)","400","0","400","$0","0","0"
"1582361380-737","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MD02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MD02&spec=N","Tim Fazenbaker (R)","9,968","968","6,000","$0","3,000","0"
"1582361423-784","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL07&spec=N","Mike Thibodeau (R)","10,023","1,523","3,000","$0","5,500","0"
"1582361137-507","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL13&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL13&spec=N","Sheila Griffin (R)","23,901","12,254","11,862","$0","1,085","1,300"
"1582361097-458","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA11&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA11&spec=N","Asher Nuckolls (D)","1,509","1,259","250","$0","0","0"
"1582361542-903","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=OH11&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=OH11&spec=N","Laverne Gore (R)","4,560","310","4,250","$0","0","0"
"1582361705-1056","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NC09&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NC09&spec=N","Cynthia Wallace (D)","48,082","14,859","20,412","$1,320","11,491","0"
"1582361460-820","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IN05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IN05&spec=N","Kent Abernathy (R)","46,817","1,138","42,879","$0","2,800","0"
"1582361441-801","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MA08&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MA08&spec=N","Mohammad Dar (D)","73,963","35,124","144,185","$0","12,796","118,142"
"1582360794-65","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=KYS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=KYS1&spec=N","Eric Rothmuller (D)","2,209","209","0","$0","2,000","0"
"1582361052-374","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA24&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA24&spec=N","Andy Caldwell (R)","418,378","118,941","299,537","$0","0","100"
"1582361423-782","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL07&spec=N","Vennia Francois (R)","29,734","4,148","25,586","$0","0","0"
"1582361643-995","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA16&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA16&spec=N","Esmeralda Soria (D)","300,667","38,498","218,810","$31,100","13,000","742"
"1582361329-681","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL27&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL27&spec=N","Maria Salazar (R)","864,871","20,213","685,033","$64,000","100,025","4,400"
"1582361565-918","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=WV01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=WV01&spec=N","Natalie Ms. Cline (D)","21,364","3,504","16,939","$0","920","0"
"1582360942-262","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX24&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX24&spec=N","David Fegan (R)","79,189","6,562","42,491","$0","30,136","0"
"1582361067-392","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NM03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NM03&spec=N","Audra Brown (R)","5,485","365","4,000","$0","1,120","0"
"1582360874-189","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY16&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY16&spec=N","Chris Fink (D)","32,453","0","32,453","$0","0","0"
"1582361060-378","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=ILS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=ILS1&spec=N","Mark Curran (R)","85,360","12,580","61,975","$3,775","10,000","2,970"
"1582361150-517","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA23&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA23&spec=N","Kim Mangone (D)","92,953","45,592","38,876","$10,000","1,409","2,925"
"1582361098-459","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL15&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL15&spec=N","Mary Miller (R)","165,294","7,294","158,000","$0","0","0"
"1582360843-129","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA07&spec=N","Buzz Patterson (R)","29,388","14,288","12,650","$0","2,500","50"
"1582361518-880","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=OH10&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=OH10&spec=N","Eric Moyer (D)","5,767","767","0","$0","5,000","0"
"1582361067-386","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NM03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NM03&spec=N","Kyle Tisdel (D)","50,959","13,057","37,902","$0","0","0"
"1582360780-47","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA46&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA46&spec=N","Pablo Mendiolea (D)","903","903","0","$0","0","0"
"1582361647-1005","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AL01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AL01&spec=N","John Castorani (R)","24,685","1,275","9,350","$0","14,060","0"
"1582360952-283","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX35&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX35&spec=N","Nick Moutos (R)","40,595","420","0","$175","40,000","0"
"1582360917-229","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=OH14&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=OH14&spec=N","Hillary O'Connor Mueri (D)","108,779","20,223","84,111","$1,050","3,395","0"
"1582361103-467","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI03&spec=N","Nick Colvin (D)","342,808","43,148","289,560","$13,500","0","3,400"
"1582361017-350","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IA04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IA04&spec=N","J.D. Scholten (D)","726,528","275,523","403,570","$47,746","0","311"
"1582361659-1022","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA07&spec=N","Peter Greenwald (R)","10,671","853","9,818","$0","0","0"
"1582361634-987","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY02&spec=N","Pat Maher (D)","11,936","7,590","4,392","$0","0","46"
"1582360864-160","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX22&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX22&spec=N","Sri Kulkarni (D)","1,086,661","69,878","999,033","$35,001","0","17,251"
"1582361707-1061","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IN01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IN01&spec=N","James Harper (D)","84,744","10,673","62,062","$1,350","10,408","250"
"1582361043-368","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI13&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI13&spec=N","Al Lemmo (R)","263,025","0","0","$0","263,025","0"
"1582361115-484","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MN07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MN07&spec=N","Noel Collis (R)","292,125","1,225","41,900","$0","249,000","0"
"1582360957-285","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA08&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA08&spec=N","Jay Obernolte (R)","518,662","5,013","35,650","$27,999","450,000","0"
"1582361319-665","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA02&spec=N","Andy Baan (R)","25,450","428","9,900","$0","15,122","0"
"1582361382-738","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=OH15&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=OH15&spec=N","Joel Newby (D)","3,366","2,666","450","$250","0","0"
"1582361154-525","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=COS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=COS2&spec=N","Trish Zornio (D)","111,179","53,807","54,765","$0","2,478","129"
"1582361597-948","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=PA01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=PA01&spec=N","Debbie Wachspress (D)","448,012","55,333","295,221","$200","101,164","3,905"
"1582360903-215","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CO06&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CO06&spec=N","Jaimie Kulikowski (3)","62,714","0","0","$0","62,714","0"
"1582361423-786","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL07&spec=N","Armani Salado (R)","8,380","6,580","1,800","$0","0","0"
"1582361593-941","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=UT04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=UT04&spec=N","Burgess Owens (R)","129,969","16,669","113,300","$0","0","0"
"1582361002-337","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NJ07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NJ07&spec=N","Tom Phillips (R)","10,693","6,474","650","$0","3,569","0"
"1582360942-261","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX24&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX24&spec=N","Crystal Fletcher (D)","106,123","17,756","101,510","$0","8,307","21,450"
